"INC NUMBER","OCCURRED ON","OCCURRED TO","UCR CRIME CATEGORY","100 BLOCK ADDR","ZIP","PREMISE TYPE","GRID"
"202300001467783",09/26/2023  14:00,09/26/2023  15:18,"MOTOR VEHICLE THEFT","36XX W ROSE GARDEN LN","85308","COMMUNITY CENTER","EC20"
"202300001467187",09/26/2023  14:00,09/26/2023  14:30,"BURGLARY","63XX N 37TH AVE","85019","SINGLE FAMILY HOUSE","CB20"
"202300001466705",09/26/2023  14:08,09/26/2023  14:09,"AGGRAVATED ASSAULT","N 7TH AVE & W CAMELBACK RD","85013","STREET / ROADWAY / SIDEWALK","BI26"
"202300001466743",09/26/2023  14:10,,"LARCENY-THEFT","34XX W THUNDERBIRD RD","85029","SPECIALTY STORE","DC21"
"202300001467399",09/26/2023  14:30,09/26/2023  15:30,"LARCENY-THEFT","80XX S ARIZONA GRAND PKWY","85044","AMUSEMENT PARK","IB40"
"202300001466914",09/26/2023  14:30,09/26/2023  14:40,"DRUG OFFENSE","14XX W ADAMS ST","85007","STREET / ROADWAY / SIDEWALK","BA26"
"202300001466820",09/26/2023  14:32,,"BURGLARY","20XX W HAZELWOOD PKWY","85015","STOREROOM/SHED (COMMERCIAL)","BI24"
"202300001466853",09/26/2023  14:35,,"LARCENY-THEFT","49XX E RAY RD","85044","DEPARTMENT / DISCOUNT STORE","IJ39"
"202300001466875",09/26/2023  14:41,,"DRUG OFFENSE","34XX E THOMAS RD","85018","SPECIALTY STORE","BF35"
"202300001470931",09/26/2023  14:47,,"LARCENY-THEFT","30XX W INDIAN SCHOOL RD","85017","OFFICE / COMMERCIAL BUILDING","BG22"
"202300001466976",09/26/2023  14:57,,"AGGRAVATED ASSAULT","11XX N 35TH ST","85008","SCHOOL-ELEMENTARY/SECONDARY","BC35A"
"202300001467294",09/26/2023  15:00,,"LARCENY-THEFT","23XX E BASELINE RD","85042","OTHER","IB32"
"202300001466999",09/26/2023  15:05,,"DRUG OFFENSE","22XX E THOMAS RD","85016","CANAL / RIGHT-OF-WAY","BF32"
"202300001467241",09/26/2023  15:15,,"LARCENY-THEFT","27XX E BASELINE RD","85042","CONVENIENCE MARKET / STORE","AB33"
"202300001470406",09/26/2023  15:30,09/27/2023  05:00,"MOTOR VEHICLE THEFT","16XX W DUNBAR DR","85041","DRIVEWAY","AB25"
"202300001467166",09/26/2023  15:33,,"AGGRAVATED ASSAULT","51XX W THOMAS RD","85035","DEPARTMENT / DISCOUNT STORE","BE16"
"202300001467259",09/26/2023  15:51,,"AGGRAVATED ASSAULT","18XX E CULVER ST","85006","SINGLE FAMILY HOUSE","BC31A"
"202380006300",09/26/2023  16:00,09/26/2023  17:00,"LARCENY-THEFT","190XX N 27TH AVE","85027","DEPARTMENT / DISCOUNT STORE","DJ23B"
"202380006342",09/26/2023  16:00,09/27/2023  05:00,"LARCENY-THEFT","6XX E WATKINS ST","85004","OTHER","AH28"
"202300001467345",09/26/2023  16:06,,"AGGRAVATED ASSAULT","45XX E THOMAS RD","85008","GROCERY / SUPER MARKET","BE38"
"202300001475804",09/26/2023  16:19,09/26/2023  16:23,"LARCENY-THEFT","210XX N TATUM BLVD","85054","DEPARTMENT / DISCOUNT STORE","EC39"
"202300001470077",09/26/2023  16:45,09/27/2023  07:18,"LARCENY-THEFT","2XX W MONROE ST","85003","PARKING GARAGE","BA27"
"202300001469988",09/26/2023  17:00,09/27/2023  06:30,"MOTOR VEHICLE THEFT","7XX E CARTER RD","85042","STREET / ROADWAY / SIDEWALK","AB29"
"202300001467731",09/26/2023  17:00,,"AGGRAVATED ASSAULT","18XX W GRANT ST","85007","CONVENIENCE MARKET / STORE","AJ25"
"202300001467627",09/26/2023  17:00,09/26/2023  17:00,"LARCENY-THEFT","E GREENWAY PKWY & N 64TH ST","85254","GAS / SERVICE STATION","DE42"
"202300001470029",09/26/2023  17:00,09/27/2023  07:00,"MOTOR VEHICLE THEFT","89XX N 19TH AVE","85021","APARTMENT","CG24"
"202300001467776",09/26/2023  17:29,,"AGGRAVATED ASSAULT","E CHRISTY DR & N 15TH WAY","85020","STREET / ROADWAY / SIDEWALK","CJ30A"
"202300001467772",09/26/2023  17:29,09/26/2023  17:29,"DRUG OFFENSE","18XX W CAMELBACK RD","85015","PARK AND RIDE","BI25"
"202300001470004",09/26/2023  17:30,09/27/2023  06:50,"MOTOR VEHICLE THEFT","39XX N 3RD AVE","85013","APARTMENT","BG27"
"202300001470091",09/26/2023  17:30,09/27/2023  06:30,"LARCENY-THEFT","26XX S 67TH AVE","85043","CONSTRUCTION SITE","AH13"
"202300001467850",09/26/2023  17:40,,"ROBBERY","69XX W HAZELWOOD ST","85033","STREET / ROADWAY / SIDEWALK","BI12"
"202300001467982",09/26/2023  17:49,,"LARCENY-THEFT","18XX E CAMELBACK RD","85016","DEPARTMENT / DISCOUNT STORE","BI31A"
"202300001467898",09/26/2023  17:53,,"DRUG OFFENSE","20XX E CACTUS RD","85028","VEHICLE","DA32"
"202300001470618",09/26/2023  17:58,09/27/2023  02:30,"LARCENY-THEFT","26XX N 45TH AVE","85035","APARTMENT","BE18"
"202300001474189",09/26/2023  18:00,09/27/2023  04:59,"LARCENY-THEFT","32XX E BELL RD","85032","GROCERY / SUPER MARKET","DH35"
"202300001469882",09/26/2023  18:00,09/27/2023  05:00,"LARCENY-THEFT","22XX W DEVONSHIRE AVE","85015","PARKING LOT","BH24"
"202300001471527",09/26/2023  18:00,09/27/2023  12:39,"BURGLARY","47XX E WARNER RD","85044","APARTMENT","IH38"
"202300001473536",09/26/2023  18:00,09/27/2023  07:15,"LARCENY-THEFT","69XX E PRINCESS DR","85054","GARAGE","DH44"
"202300001471152",09/26/2023  18:00,09/27/2023  06:30,"LARCENY-THEFT","3XX E ROOSEVELT ST","85004","PARKING GARAGE","BC28B"
"202300001470211",09/26/2023  18:10,09/27/2023  06:30,"BURGLARY","153XX S 48TH ST","85044","SCHOOL-ELEMENTARY/SECONDARY","JB39"
"202300001468194",09/26/2023  18:15,,"LARCENY-THEFT","25XX W HAPPY VALLEY RD","85085","SPECIALTY STORE","EG23"
"202300001468122",09/26/2023  18:16,,"LARCENY-THEFT","66XX W THOMAS RD","85035","CONVENIENCE MARKET / STORE","BE13"
"202300001468160",09/26/2023  18:26,09/26/2023  18:30,"LARCENY-THEFT","2XX E BELL RD","85022","DRUG STORE","DH28"
"202300001469185",09/26/2023  18:30,09/26/2023  23:31,"MOTOR VEHICLE THEFT","172XX N CENTRAL AVE","85023","APARTMENT","DH27"
"202300001468222",09/26/2023  18:50,,"AGGRAVATED ASSAULT","42XX W ASTER DR","85029","SINGLE FAMILY HOUSE","DB19"
"202300001507459",09/26/2023  19:00,09/27/2023  08:00,"LARCENY-THEFT","27XX N BLACK CANYON AC","85009","HOTEL / MOTEL","BE23A"
"202300001468947",09/26/2023  19:00,09/26/2023  22:00,"BURGLARY","27XX E THOMAS RD","85008","APARTMENT","BE33"
"202300001473297",09/26/2023  19:00,09/27/2023  17:00,"BURGLARY","253XX N 22ND LN","85085","GARAGE","EH24"
"202300001471118",09/26/2023  19:00,09/27/2023  08:00,"MOTOR VEHICLE THEFT","72XX N BLACK CANYON AC","85051","APARTMENT","CD23A"
"202300001470616",09/26/2023  19:00,09/27/2023  07:50,"MOTOR VEHICLE THEFT","36XX W MAUNA LOA LN","85053","DRIVEWAY","DE20"
"202300001468479",09/26/2023  19:51,,"LARCENY-THEFT","46XX E PUEBLO AVE","85040","PARKING GARAGE","AF38B"
"202300001472924",09/26/2023  20:00,09/26/2023  21:00,"MOTOR VEHICLE THEFT","25XX W EMILE ZOLA AVE","85029","DRIVEWAY","DC23"
"202300001470360",09/26/2023  20:00,09/27/2023  04:00,"MOTOR VEHICLE THEFT","43XX N 103RD AVE","85037","APARTMENT","BH04"
"202300001468523",09/26/2023  20:04,,"DRUG OFFENSE","40XX N 35TH AVE","85019","CONVENIENCE MARKET / STORE","BG20"
"202300001468519",09/26/2023  20:04,,"AGGRAVATED ASSAULT","N 19TH AVE & W CAMELBACK RD","85015","BUS STOP","BI25"
"202300001470093",09/26/2023  20:30,09/26/2023  21:15,"MOTOR VEHICLE THEFT","8XX E COCHISE DR","85020","CONDO / TOWNHOUSE","CI29"
"202300001468671",09/26/2023  20:40,,"LARCENY-THEFT","29XX N 7TH ST","85012","OFFICE / COMMERCIAL BUILDING","BF28"
"202300001468711",09/26/2023  20:55,,"LARCENY-THEFT","37XX E BELL RD","85032","OTHER","DG36"
"202300001469698",09/26/2023  21:00,,"MOTOR VEHICLE THEFT","36XX N 69TH AVE","85033","APARTMENT","BG12"
"202300001481346",09/26/2023  21:00,,"LARCENY-THEFT","55XX W ROMA AVE","85031","SINGLE FAMILY HOUSE","BH15"
"202300001505328",09/26/2023  21:00,09/26/2023  21:30,"MOTOR VEHICLE THEFT","N 27TH AVE & W INDIAN SCHOOL RD","85017","OTHER","BH22"
"202300001470475",09/26/2023  21:00,09/27/2023  08:35,"MOTOR VEHICLE THEFT","23XX E UNION HILLS DR","85022","APARTMENT","DI32"
"202380006360",09/26/2023  21:18,09/26/2023  21:19,"LARCENY-THEFT","15XX W CORRAL RD","85041","SINGLE FAMILY HOUSE","ID25"
"202300001469084",09/26/2023  21:45,,"MOTOR VEHICLE THEFT","40XX W CYPRESS ST","85009","STREET / ROADWAY / SIDEWALK","BD19"
"202300001471340",09/26/2023  22:00,09/27/2023  11:45,"MOTOR VEHICLE THEFT","N 71ST AVE & W CLARENDON AVE","85033","STREET / ROADWAY / SIDEWALK","BG11"
"202300001469889",09/26/2023  22:00,,"MOTOR VEHICLE THEFT","7XX E APOLLO RD","85042","SINGLE FAMILY HOUSE","AC29"
"202300001470058",09/26/2023  22:00,09/27/2023  07:00,"MOTOR VEHICLE THEFT","35XX E BASELINE RD","85042","APARTMENT","IB35"
"202300001469040",09/26/2023  22:35,,"DRUG OFFENSE","184XX N 27TH AVE","85053","HOTEL / MOTEL","DI23B"
"202300001469039",09/26/2023  22:37,09/26/2023  22:37,"LARCENY-THEFT","198XX N 27TH AVE","85027","CONVENIENCE MARKET / STORE","EA22"
"202300001469044",09/26/2023  22:42,,"DRUG OFFENSE","60XX S 12TH PL","85042","STREET / ROADWAY / SIDEWALK","AC30"
"202300001469082",09/26/2023  22:55,09/26/2023  22:55,"DRUG OFFENSE","43XX N 19TH AVE","85015","VEHICLE","BI25"
"202380006293",09/26/2023  23:00,09/27/2023  04:15,"LARCENY-THEFT","20XX W PALO VERDE DR","85015","SINGLE FAMILY HOUSE","CA24"
"202300001469163",09/26/2023  23:26,,"DRUG OFFENSE","21XX W JEFFERSON ST","85009","STREET / ROADWAY / SIDEWALK","BA24"
"202300001469167",09/26/2023  23:29,,"DRUG OFFENSE","N 35TH AVE & W UNION HILLS DR","85027","OTHER","DJ21"
"202300001469190",09/26/2023  23:34,09/26/2023  23:34,"MOTOR VEHICLE THEFT","34XX S CENTRAL AVE","85041","BAR / LOUNG / NIGHT CLUB","AG27"
"202300001515414",09/27/2023  00:00,09/29/2023  00:00,"LARCENY-THEFT","6XX N 51ST AVE","85043","UNKNOWN","BB17"
"202300001473958",09/27/2023  00:00,,"LARCENY-THEFT","60XX S CENTRAL AVE","85041","DEPARTMENT / DISCOUNT STORE","AC27"
"202300001481238",09/27/2023  00:00,,"DRUG OFFENSE","43XX E BROADWAY RD","85040","STREET / ROADWAY / SIDEWALK","AF37B"
"202300001496777",09/27/2023  00:00,10/01/2023  00:00,"LARCENY-THEFT","69XX W MELODY DR","85339","VEHICLE","IB12"
"202300001545038",09/27/2023  00:00,09/27/2023  00:00,"RAPE","21XX N CENTRAL AVE","85003","UNKNOWN","BD27"
"202300001472912",09/27/2023  00:00,09/27/2023  00:00,"DRUG OFFENSE","42XX E MCDOWELL RD","85008","STREET / ROADWAY / SIDEWALK","BC37"
"202300001472069",09/27/2023  00:00,,"LARCENY-THEFT","68XX S 19TH AVE","85041","UNKNOWN","AB24"
"202300001470026",09/27/2023  00:00,,"LARCENY-THEFT","68XX W LYNNE LN","85339","GARAGE","AC12"
"202300001470948",09/27/2023  00:00,,"DRUG OFFENSE","107XX W INDIAN SCHOOL RD","85037","PARKING LOT",
"202300001473198",09/27/2023  00:00,09/27/2023  17:38,"AGGRAVATED ASSAULT","51XX N 22ND AVE","85015","APARTMENT","BJ24"
"202300001492387",09/27/2023  00:00,09/29/2023  23:59,"MOTOR VEHICLE THEFT","113XX W HAZELWOOD ST","85037","STREET / ROADWAY / SIDEWALK","BI01"
"202300001478207",09/27/2023  00:00,09/28/2023  03:00,"LARCENY-THEFT","72XX W MONTECITO AVE","85033","SINGLE FAMILY HOUSE","BH11"
"202300001512911",09/27/2023  00:00,09/27/2023  00:00,"LARCENY-THEFT","40XX E ALTA VISTA RD","85042","STREET / ROADWAY / SIDEWALK","AC37"
"202300001512957",09/27/2023  00:00,10/04/2023  15:15,"MOTOR VEHICLE THEFT","61XX N 7TH ST","85012","APARTMENT","CB28"
"202300001473220",09/27/2023  00:00,,"LARCENY-THEFT","7XX W CAMELBACK RD","85013","SINGLE FAMILY HOUSE","BJ26"
"202300001474339",09/27/2023  00:00,09/27/2023  00:00,"AGGRAVATED ASSAULT","88XX W PIONEER ST","85353","SINGLE FAMILY HOUSE","AG07"
"202300001471735",09/27/2023  00:00,,"DRUG OFFENSE","22XX W PHELPS RD","85023","STREET / ROADWAY / SIDEWALK","DG24"
"202300001470453",09/27/2023  00:00,09/27/2023  00:00,"DRUG OFFENSE","18XX S 7TH ST","85004","HOTEL / MOTEL","AI28"
"202300001474488",09/27/2023  00:00,,"DRUG OFFENSE","51XX W THOMAS RD","85035","STREET / ROADWAY / SIDEWALK","BE16"
"202300001492166",09/27/2023  00:01,10/01/2023  12:00,"AGGRAVATED ASSAULT","24XX S 24TH ST","85034","APARTMENT","AH33B"
"202300001484555",09/27/2023  00:01,09/27/2023  23:59,"LARCENY-THEFT","N 19TH AVE & W CAMELBACK RD","85015","BUS STOP","BI25"
"202380006301",09/27/2023  00:30,09/27/2023  09:00,"LARCENY-THEFT","160XX S 50TH ST","85048","APARTMENT","JC39"
"202300001469346",09/27/2023  00:37,,"AGGRAVATED ASSAULT","24XX E WASHINGTON ST","85034","STREET / ROADWAY / SIDEWALK","BA33"
"202300001470090",09/27/2023  01:00,09/27/2023  07:00,"LARCENY-THEFT","11XX W BELL RD","85023","APARTMENT","DH26"
"202300001476010",09/27/2023  01:00,09/28/2023  09:33,"MOTOR VEHICLE THEFT","23XX E UNION HILLS DR","85022","APARTMENT","DI32"
"202300001469497",09/27/2023  01:45,,"AGGRAVATED ASSAULT","46XX S 16TH ST","85040","APARTMENT","AE31"
"202300001470335",09/27/2023  02:00,09/27/2023  05:30,"MOTOR VEHICLE THEFT","31XX W VOGEL AVE","85051","APARTMENT","CH21"
"202300001469567",09/27/2023  02:30,09/27/2023  02:45,"ROBBERY","50XX W THUNDERBIRD RD","85306","PARKING LOT","DD17"
"202300001469540",09/27/2023  02:48,,"DRUG OFFENSE","13XX E CINNABAR AVE","85020","MOBILE HOME","CI30"
"202300001469629",09/27/2023  03:58,09/27/2023  03:58,"LARCENY-THEFT","2XX S 12TH AVE","85007","SHELTER-MISSION/HOMELESS","BA26"
"202300001469636",09/27/2023  04:05,09/27/2023  04:05,"BURGLARY","3XX E THOMAS RD","85012","SPECIALTY STORE","BF28"
"202300001472215",09/27/2023  05:00,09/27/2023  08:00,"LARCENY-THEFT","33XX W DIANA AVE","85051","SINGLE FAMILY HOUSE","CG21"
"202300001469739",09/27/2023  05:15,09/27/2023  05:21,"LARCENY-THEFT","23XX W ORCHID LN","85021","SINGLE FAMILY HOUSE","CG23A"
"202300001469755",09/27/2023  05:31,09/27/2023  05:31,"DRUG OFFENSE","19XX W BETHANY HOME RD","85015","VEHICLE","CA24"
"202300001469773",09/27/2023  05:38,,"DRUG OFFENSE","21XX W NORTHERN AVE","85021","OTHER","CF24"
"202300001469796",09/27/2023  05:52,,"DRUG OFFENSE","22XX W NORTHERN AVE","85021","RETAIL BUSINESS","CF24"
"202300001469811",09/27/2023  05:53,,"BURGLARY","10XX S 17TH AVE","85007","APARTMENT","AJ25"
"202300001476247",09/27/2023  06:00,09/28/2023  06:15,"LARCENY-THEFT","134XX N 44TH ST","85032","APARTMENT","DC37"
"202300001469748",09/27/2023  06:31,09/27/2023  07:32,"DRUG OFFENSE","56XX S 16TH PL","85040","SINGLE FAMILY HOUSE","AD31"
"202300001469914",09/27/2023  06:40,,"AGGRAVATED ASSAULT","50XX W INDIAN SCHOOL RD","85031","PARKING LOT","BH17"
"202300001470135",09/27/2023  07:35,,"LARCENY-THEFT","18XX W BETHANY HOME RD","85015","DRUG STORE","CA25"
"202300001470117",09/27/2023  07:37,09/27/2023  07:38,"LARCENY-THEFT","21XX W NORTHERN AVE","85021","CONVENIENCE MARKET / STORE","CF24"
"202300001470310",09/27/2023  07:50,,"LARCENY-THEFT","66XX W INDIAN SCHOOL RD","85033","GROCERY / SUPER MARKET","BG13"
"202300001470260",09/27/2023  07:55,,"DRUG OFFENSE","35XX W DUNLAP AVE","85051","PARK / PLAYGROUND","CH20"
"202300001476846",09/27/2023  09:00,09/28/2023  12:00,"MOTOR VEHICLE THEFT","78XX W MCDOWELL RD","85035","APARTMENT","BD10"
"202300001470513",09/27/2023  09:05,,"LARCENY-THEFT","32XX E THOMAS RD","85018","CONVENIENCE MARKET / STORE","BF35"
"202300001470591",09/27/2023  09:18,09/27/2023  09:19,"DRUG OFFENSE","27XX W PEORIA AVE","85029","PARKING LOT","CJ22"
"202300001470587",09/27/2023  09:21,,"DRUG OFFENSE","5XX S 3RD ST","85004","SCHOOL-COLLEGE/UNIVERSITY","AJ28"
"202300001470607",09/27/2023  09:26,,"ROBBERY","E INDIAN SCHOOL RD & N 16TH ST","85014","PARKING LOT","BG30"
"202380006353",09/27/2023  09:34,09/27/2023  17:00,"LARCENY-THEFT","71XX N 43RD AVE","85051","OTHER","CD19"
"202300001471537",09/27/2023  09:38,,"LARCENY-THEFT","57XX S 38TH ST","85040","WAREHOUSE / FACTORY","AD36"
"202300001470746",09/27/2023  09:58,,"AGGRAVATED ASSAULT","88XX S POINTE PKWY","85044","APARTMENT","IC40"
"202300001470773",09/27/2023  10:00,,"MOTOR VEHICLE THEFT","37XX E COLUMBINE DR","85032","SINGLE FAMILY HOUSE","DB36"
"202300001481669",09/27/2023  10:00,09/29/2023  10:30,"MOTOR VEHICLE THEFT","62XX W THOMAS RD","85035","APARTMENT","BE14"
"202300001475037",09/27/2023  10:00,09/28/2023  03:30,"MOTOR VEHICLE THEFT","67XX N 17TH AVE","85015","APARTMENT","CC25"
"202300001470851",09/27/2023  10:19,,"LARCENY-THEFT","42XX S 47TH PL","85040","CONDO / TOWNHOUSE","AF38B"
"202300001470936",09/27/2023  10:35,09/27/2023  10:35,"ROBBERY","21XX N 35TH AVE","85009","CONVENIENCE MARKET / STORE","BD20"
"202300001487541",09/27/2023  11:00,09/29/2023  09:00,"MOTOR VEHICLE THEFT","40XX W DENTON LN","85019","DRIVEWAY","BJ19"
"202300001471126",09/27/2023  11:18,,"DRUG OFFENSE","16XX E CAMBRIDGE AVE","85006","PARKING LOT","BE31"
"202300001473391",09/27/2023  11:20,,"LARCENY-THEFT","21XX E BASELINE RD","85042","DEPARTMENT / DISCOUNT STORE","AB32"
"202300001471263",09/27/2023  11:39,09/27/2023  11:45,"AGGRAVATED ASSAULT","15XX E MCDOWELL RD","85006","CONVENIENCE MARKET / STORE","BC30A"
"202300001471329",09/27/2023  11:58,,"DRUG OFFENSE","18XX W BETHANY HOME RD","85015","SPECIALTY STORE","CA25"
"202300001471327",09/27/2023  11:58,,"DRUG OFFENSE","27XX W SAHUARO DR","85029","PARKING LOT","CJ22"
"202300001472279",09/27/2023  12:00,09/27/2023  12:00,"LARCENY-THEFT","11XX N 16TH ST","85006","APARTMENT","BC30B"
"202300001481650",09/27/2023  12:00,09/29/2023  10:00,"MOTOR VEHICLE THEFT","62XX W THOMAS RD","85035","PARKING LOT","BE14"
"202300001539491",09/27/2023  12:18,,"LARCENY-THEFT","7XX E BELL RD","85022","DEPARTMENT / DISCOUNT STORE","DG29"
"202300001471422",09/27/2023  12:19,,"MOTOR VEHICLE THEFT","116XX N 27TH ST","85028","APARTMENT","DA33"
"202300001471461",09/27/2023  12:20,09/27/2023  12:28,"MOTOR VEHICLE THEFT","55XX N 40TH DR","85019","STREET / ROADWAY / SIDEWALK","CA19"
"202300001544961",09/27/2023  12:20,,"AGGRAVATED ASSAULT","51XX W CAMPBELL AVE","85031","HOSPITAL","BI17"
"202300001472839",09/27/2023  12:30,,"AGGRAVATED ASSAULT","55XX E INDIAN SCHOOL RD","85018","FAST FOOD STORE","BG40"
"202300001471496",09/27/2023  12:36,09/27/2023  12:36,"DRUG OFFENSE","44XX E VAN BUREN ST","85034","GAS / SERVICE STATION","BA38B"
"202300001471938",09/27/2023  12:36,09/27/2023  14:00,"ARSON","166XX N 25TH ST","85032",,"DG33"
"202300001471569",09/27/2023  12:48,09/27/2023  12:48,"DRUG OFFENSE","19XX W NORTHVIEW AVE","85021","SINGLE FAMILY HOUSE","CD24"
"202300001471582",09/27/2023  12:49,09/27/2023  12:49,"LARCENY-THEFT","51XX W INDIAN SCHOOL RD","85031","DRUG STORE","BG16"
"202300001496486",09/27/2023  13:00,10/02/2023  10:00,"MOTOR VEHICLE THEFT","10XX E PASADENA AVE","85014","DRIVEWAY","BJ29"
"202300001493071",09/27/2023  13:00,09/28/2023  12:00,"BURGLARY","2XX E RUTH AVE","85020","APARTMENT","CG28"
"202300001471718",09/27/2023  13:19,,"LARCENY-THEFT","42XX W GLENDALE AVE","85019","DRUG STORE","CC19"
"202300001471746",09/27/2023  13:25,,"LARCENY-THEFT","42XX W GLENDALE AVE","85019","DRUG STORE","CC19"
"202300001471802",09/27/2023  13:34,,"LARCENY-THEFT","18XX W BETHANY HOME RD","85015","DRUG STORE","CA25"
"202300001471939",09/27/2023  14:03,,"DRUG OFFENSE","81XX N BLACK CANYON AC","85021","PARKING LOT","CF23A"
"202300001472043",09/27/2023  14:20,,"LARCENY-THEFT","32XX E EARLL DR","85018","APARTMENT","BF35"
"202300001474418",09/27/2023  14:28,,"DRUG OFFENSE","24XX W GLENDALE AVE","85015","BUS STOP","CC23A"
"202300001472078",09/27/2023  14:28,09/27/2023  14:28,"DRUG OFFENSE","24XX W GLENDALE AVE","85015","BUS STOP","CC23A"
"202300001472128",09/27/2023  14:36,09/27/2023  14:36,"DRUG OFFENSE","18XX W SOUTHERN AVE","85041","PARKING LOT","AC25"
"202300001472158",09/27/2023  14:43,09/27/2023  14:44,"LARCENY-THEFT","26XX W GLENDALE AVE","85051","DEPARTMENT / DISCOUNT STORE","CD23B"
"202300001472193",09/27/2023  14:49,09/27/2023  14:49,"AGGRAVATED ASSAULT","28XX W PEORIA AVE","85029","HOSPITAL","CJ22"
"202300001475112",09/27/2023  15:00,09/28/2023  04:30,"BURGLARY","24XX W ROSE GARDEN LN","85027","CONSTRUCTION SITE","EB23A"
"202300001475001",09/27/2023  15:00,09/28/2023  03:00,"MOTOR VEHICLE THEFT","65XX N 15TH AVE","85013","APARTMENT","CC26"
"202300001472585",09/27/2023  15:58,,"MOTOR VEHICLE THEFT","208XX N 27TH AVE","85027","APARTMENT","EB22"
"202300001472732",09/27/2023  16:00,,"LARCENY-THEFT","34XX W DUNLAP AVE","85051","DRUG STORE","CH21"
"202300001474077",09/27/2023  16:00,,"BURGLARY","18XX E BELL RD","85022","APARTMENT","DH31"
"202300001472590",09/27/2023  16:00,09/27/2023  16:02,"LARCENY-THEFT","18XX E CAMELBACK RD","85016","DEPARTMENT / DISCOUNT STORE","BI31A"
"202300001475989",09/27/2023  16:00,09/28/2023  08:30,"MOTOR VEHICLE THEFT","1XX N 18TH ST","85034","APARTMENT","BA31"
"202300001472764",09/27/2023  16:00,,"LARCENY-THEFT","39XX W MCDOWELL RD","85009","DEPARTMENT / DISCOUNT STORE","BC19A"
"202300001472656",09/27/2023  16:11,,"DRUG OFFENSE","23XX E BELL RD","85022","VEHICLE","DG32"
"202300001472759",09/27/2023  16:25,,"LARCENY-THEFT","16XX E CAMELBACK RD","85016","SPECIALTY STORE","BJ31B"
"202300001472850",09/27/2023  16:25,09/27/2023  16:27,"LARCENY-THEFT","76XX S 7TH ST","85042","DRUG STORE","IB28"
"202300001472761",09/27/2023  16:26,09/27/2023  16:26,"DRUG OFFENSE","118XX N 19TH AVE","85029","OPEN SPACE / DESERT","DA24"
"202300001472899",09/27/2023  16:49,09/27/2023  16:49,"DRUG OFFENSE","15XX E SOUTHERN AVE","85042","STREET / ROADWAY / SIDEWALK","AC30"
"202300001472958",09/27/2023  16:55,09/27/2023  16:56,"LARCENY-THEFT","17XX W BETHANY HOME RD","85015","SPECIALTY STORE","CA25"
"202300001472976",09/27/2023  16:58,,"LARCENY-THEFT","124XX N TATUM BLVD","85032","PARKING LOT","DB39"
"202300001472957",09/27/2023  16:58,09/27/2023  16:58,"DRUG OFFENSE","28XX E TAMARISK AVE","85040","ALLEY","AE34"
"202300001477337",09/27/2023  17:00,09/28/2023  12:00,"MOTOR VEHICLE THEFT","XX E BELL RD","85022","APARTMENT","DH28"
"202300001475458",09/27/2023  17:00,09/28/2023  07:00,"MOTOR VEHICLE THEFT","202XX N 31ST AVE","85027","APARTMENT","EB21"
"202300001473353",09/27/2023  17:00,09/27/2023  17:10,"MOTOR VEHICLE THEFT","25XX W HAPPY VALLEY RD","85085","OTHER","EG23"
"202300001475456",09/27/2023  17:00,09/28/2023  07:18,"MOTOR VEHICLE THEFT","202XX N 31ST AVE","85027","APARTMENT","EB21"
"202300001473766",09/27/2023  17:00,09/27/2023  18:47,"MOTOR VEHICLE THEFT","25XX W MCLELLAN BLVD","85017","APARTMENT","CC23B"
"202300001475737",09/27/2023  17:00,09/28/2023  08:32,"MOTOR VEHICLE THEFT","172XX N CENTRAL AVE","85023","APARTMENT","DH27"
"202300001472979",09/27/2023  17:00,,"BURGLARY","26XX N 51ST AVE","85035","APARTMENT","BE16"
"202300001473101",09/27/2023  17:15,09/27/2023  17:22,"LARCENY-THEFT","35XX W PEORIA AVE","85051","GROCERY / SUPER MARKET","CI20A"
